排名,客户ID,流失概率,风险等级,建议挽留措施,报告生成时间,主要风险因素,在网时长(月),月消费(元),累计消费(元),合同类型,网络服务,支付方式,性别,流失原因分析
794,1264-FUHCX,25.9%,[低风险],"① 保持常规运营通知与关怀
② 定期满意度调研，收集反馈",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,49,56.3,2780.6,One year,DSL,Credit card (automatic),Female,年付合同即将到期，需重点关注
795,1872-EBWSC,25.9%,[低风险],"① 保持常规运营通知与关怀
② 定期满意度调研，收集反馈",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,29,20.35,617.35,One year,No,Mailed check,Female,年付合同即将到期，需重点关注；无网络服务，增值业务少；邮寄支票支付，便捷性差
796,4625-EWPTF,25.8%,[低风险],"① 保持常规运营通知与关怀
② 定期满意度调研，收集反馈",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,8,30.45,226.45,Month-to-month,DSL,Electronic check,Male,在网时间较短(8个月)，客户黏性不足；月付合同，转换成本低，易流失；电子支票支付，账单拖欠风险较高
797,8750-QWZAJ,25.6%,[低风险],"① 保持常规运营通知与关怀
② 定期满意度调研，收集反馈",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,70,19.8,1378.75,Two year,No,Bank transfer (automatic),Female,无网络服务，增值业务少
798,0963-ZBDRN,25.6%,[低风险],"① 保持常规运营通知与关怀
② 定期满意度调研，收集反馈",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,32,96.2,3183.4,Month-to-month,Fiber optic,Electronic check,Male,月租费用偏高(¥96/月)；月付合同，转换成本低，易流失；光纤用户对网络质量要求高；电子支票支付，账单拖欠风险较高
799,6692-UDPJC,25.5%,[低风险],"① 保持常规运营通知与关怀
② 定期满意度调研，收集反馈",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,14,91.65,1301.0,Month-to-month,Fiber optic,Electronic check,Female,月租费用偏高(¥92/月)；在网时间(14个月)，仍处于流失高风险期；月付合同，转换成本低，易流失；光纤用户对网络质量要求高
800,7636-XUHWW,25.5%,[低风险],"① 保持常规运营通知与关怀
② 定期满意度调研，收集反馈",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,2,19.9,33.7,Month-to-month,No,Credit card (automatic),Male,在网时间较短(2个月)，客户黏性不足；月付合同，转换成本低，易流失；无网络服务，增值业务少
801,3365-SAIGS,25.4%,[低风险],"① 保持常规运营通知与关怀
② 定期满意度调研，收集反馈",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,17,83.55,1329.15,Month-to-month,Fiber optic,Electronic check,Female,月租费用偏高(¥84/月)；在网时间(17个月)，仍处于流失高风险期；月付合同，转换成本低，易流失；光纤用户对网络质量要求高
802,5150-LJNSR,25.4%,[低风险],"① 保持常规运营通知与关怀
② 定期满意度调研，收集反馈",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,31,98.05,3082.1,One year,Fiber optic,Bank transfer (automatic),Male,月租费用偏高(¥98/月)；年付合同即将到期，需重点关注；光纤用户对网络质量要求高
803,4603-JANFB,25.4%,[低风险],"① 保持常规运营通知与关怀
② 定期满意度调研，收集反馈",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,1,69.85,69.85,Month-to-month,Fiber optic,Electronic check,Male,月租费用中等偏高(¥70/月)；在网时间较短(1个月)，客户黏性不足；月付合同，转换成本低，易流失；光纤用户对网络质量要求高
804,3496-LFSZU,25.4%,[低风险],"① 保持常规运营通知与关怀
② 定期满意度调研，收集反馈",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,4,70.5,294.2,Month-to-month,Fiber optic,Electronic check,Male,月租费用中等偏高(¥70/月)；在网时间较短(4个月)，客户黏性不足；月付合同，转换成本低，易流失；光纤用户对网络质量要求高
805,7126-RBHSD,25.3%,[低风险],"① 保持常规运营通知与关怀
② 定期满意度调研，收集反馈",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,17,78.9,1348.95,Month-to-month,Fiber optic,Electronic check,Female,月租费用中等偏高(¥79/月)；在网时间(17个月)，仍处于流失高风险期；月付合同，转换成本低，易流失；光纤用户对网络质量要求高
806,9611-CTWIH,25.2%,[低风险],"① 保持常规运营通知与关怀
② 定期满意度调研，收集反馈",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,3,89.45,240.45,Month-to-month,Fiber optic,Electronic check,Female,月租费用偏高(¥89/月)；在网时间较短(3个月)，客户黏性不足；月付合同，转换成本低，易流失；光纤用户对网络质量要求高
807,7354-OIJLX,25.0%,[低风险],"① 保持常规运营通知与关怀
② 定期满意度调研，收集反馈",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,9,75.85,724.65,Month-to-month,Fiber optic,Electronic check,Male,月租费用中等偏高(¥76/月)；在网时间较短(9个月)，客户黏性不足；月付合同，转换成本低，易流失；光纤用户对网络质量要求高
808,8495-PRWFH,24.9%,[低风险],"① 保持常规运营通知与关怀
② 定期满意度调研，收集反馈",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,42,55.65,2421.75,Month-to-month,DSL,Electronic check,Female,月付合同，转换成本低，易流失；电子支票支付，账单拖欠风险较高
809,8844-TONUD,24.9%,[低风险],"① 保持常规运营通知与关怀
② 定期满意度调研，收集反馈",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,13,96.65,1162.85,Month-to-month,Fiber optic,Mailed check,Male,月租费用偏高(¥97/月)；在网时间(13个月)，仍处于流失高风险期；月付合同，转换成本低，易流失；光纤用户对网络质量要求高
810,9640-ZSLDC,24.8%,[低风险],"① 保持常规运营通知与关怀
② 定期满意度调研，收集反馈",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,53,60.6,3297.0,One year,DSL,Credit card (automatic),Female,月租费用中等偏高(¥61/月)；年付合同即将到期，需重点关注
811,8270-RKSAP,24.5%,[低风险],"① 保持常规运营通知与关怀
② 定期满意度调研，收集反馈",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,9,70.5,597.9,Month-to-month,Fiber optic,Electronic check,Male,月租费用中等偏高(¥70/月)；在网时间较短(9个月)，客户黏性不足；月付合同，转换成本低，易流失；光纤用户对网络质量要求高
812,8800-JOOCF,24.5%,[低风险],"① 保持常规运营通知与关怀
② 定期满意度调研，收集反馈",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,12,84.05,966.55,Month-to-month,Fiber optic,Electronic check,Female,月租费用偏高(¥84/月)；在网时间(12个月)，仍处于流失高风险期；月付合同，转换成本低，易流失；光纤用户对网络质量要求高
813,9755-JHNMN,24.4%,[低风险],"① 保持常规运营通知与关怀
② 定期满意度调研，收集反馈",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,49,67.4,3306.85,Two year,DSL,Bank transfer (automatic),Female,月租费用中等偏高(¥67/月)
814,0147-ESWWR,24.4%,[低风险],"① 保持常规运营通知与关怀
② 定期满意度调研，收集反馈",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,39,101.25,3949.15,Month-to-month,Fiber optic,Electronic check,Female,月租费用偏高(¥101/月)；月付合同，转换成本低，易流失；光纤用户对网络质量要求高；电子支票支付，账单拖欠风险较高
815,0220-EBGCE,24.4%,[低风险],"① 保持常规运营通知与关怀
② 定期满意度调研，收集反馈",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,2,85.85,167.3,Month-to-month,Fiber optic,Electronic check,Male,月租费用偏高(¥86/月)；在网时间较短(2个月)，客户黏性不足；月付合同，转换成本低，易流失；光纤用户对网络质量要求高
816,9661-JALZV,24.2%,[低风险],"① 保持常规运营通知与关怀
② 定期满意度调研，收集反馈",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,58,24.7,1519.0,Two year,No,Credit card (automatic),Female,无网络服务，增值业务少
817,6175-IRFIT,24.0%,[低风险],"① 保持常规运营通知与关怀
② 定期满意度调研，收集反馈",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,5,78.75,426.35,Month-to-month,Fiber optic,Mailed check,Male,月租费用中等偏高(¥79/月)；在网时间较短(5个月)，客户黏性不足；月付合同，转换成本低，易流失；光纤用户对网络质量要求高
818,0701-TJSEF,24.0%,[低风险],"① 保持常规运营通知与关怀
② 定期满意度调研，收集反馈",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,9,68.25,576.95,Month-to-month,DSL,Bank transfer (automatic),Male,月租费用中等偏高(¥68/月)；在网时间较短(9个月)，客户黏性不足；月付合同，转换成本低，易流失
819,7696-AMHOD,24.0%,[低风险],"① 保持常规运营通知与关怀
② 定期满意度调研，收集反馈",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,49,78.0,3824.2,One year,DSL,Credit card (automatic),Female,月租费用中等偏高(¥78/月)；年付合同即将到期，需重点关注
820,4815-TUMEQ,23.9%,[低风险],"① 保持常规运营通知与关怀
② 定期满意度调研，收集反馈",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,10,19.3,185.2,One year,No,Mailed check,Female,在网时间较短(10个月)，客户黏性不足；年付合同即将到期，需重点关注；无网络服务，增值业务少；邮寄支票支付，便捷性差
821,6736-DHUQI,23.9%,[低风险],"① 保持常规运营通知与关怀
② 定期满意度调研，收集反馈",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,67,84.8,5598.3,One year,Fiber optic,Bank transfer (automatic),Female,月租费用偏高(¥85/月)；年付合同即将到期，需重点关注；光纤用户对网络质量要求高
822,8485-GJCDN,23.9%,[低风险],"① 保持常规运营通知与关怀
② 定期满意度调研，收集反馈",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,5,69.05,318.5,Month-to-month,Fiber optic,Mailed check,Female,月租费用中等偏高(¥69/月)；在网时间较短(5个月)，客户黏性不足；月付合同，转换成本低，易流失；光纤用户对网络质量要求高
823,5480-XTFFL,23.8%,[低风险],"① 保持常规运营通知与关怀
② 定期满意度调研，收集反馈",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,31,21.0,697.7,Two year,No,Mailed check,Female,无网络服务，增值业务少；邮寄支票支付，便捷性差
824,1219-NNDDO,23.8%,[低风险],"① 保持常规运营通知与关怀
② 定期满意度调研，收集反馈",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,9,76.85,663.55,Month-to-month,Fiber optic,Electronic check,Female,月租费用中等偏高(¥77/月)；在网时间较短(9个月)，客户黏性不足；月付合同，转换成本低，易流失；光纤用户对网络质量要求高
825,2725-TTRIQ,23.8%,[低风险],"① 保持常规运营通知与关怀
② 定期满意度调研，收集反馈",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,72,84.2,5986.55,Two year,DSL,Bank transfer (automatic),Female,月租费用偏高(¥84/月)
826,4765-OXPPD,23.7%,[低风险],"① 保持常规运营通知与关怀
② 定期满意度调研，收集反馈",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,9,65.0,663.05,Month-to-month,DSL,Mailed check,Female,月租费用中等偏高(¥65/月)；在网时间较短(9个月)，客户黏性不足；月付合同，转换成本低，易流失；邮寄支票支付，便捷性差
827,3766-EJLFL,23.7%,[低风险],"① 保持常规运营通知与关怀
② 定期满意度调研，收集反馈",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,68,109.05,7508.55,Two year,Fiber optic,Bank transfer (automatic),Female,月租费用偏高(¥109/月)；光纤用户对网络质量要求高
828,5906-BFOZT,23.6%,[低风险],"① 保持常规运营通知与关怀
② 定期满意度调研，收集反馈",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,1,19.5,19.5,Month-to-month,No,Mailed check,Male,在网时间较短(1个月)，客户黏性不足；月付合同，转换成本低，易流失；无网络服务，增值业务少；邮寄支票支付，便捷性差
829,9633-XQABV,23.6%,[低风险],"① 保持常规运营通知与关怀
② 定期满意度调研，收集反馈",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,3,70.25,229.7,Month-to-month,Fiber optic,Electronic check,Female,月租费用中等偏高(¥70/月)；在网时间较短(3个月)，客户黏性不足；月付合同，转换成本低，易流失；光纤用户对网络质量要求高
830,1342-JPNKI,23.6%,[低风险],"① 保持常规运营通知与关怀
② 定期满意度调研，收集反馈",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,10,86.05,834.1,Month-to-month,Fiber optic,Bank transfer (automatic),Male,月租费用偏高(¥86/月)；在网时间较短(10个月)，客户黏性不足；月付合同，转换成本低，易流失；光纤用户对网络质量要求高
831,8849-AYPTR,23.4%,[低风险],"① 保持常规运营通知与关怀
② 定期满意度调研，收集反馈",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,33,91.25,2964.05,Month-to-month,Fiber optic,Electronic check,Male,月租费用偏高(¥91/月)；月付合同，转换成本低，易流失；光纤用户对网络质量要求高；电子支票支付，账单拖欠风险较高
832,4806-KEXQR,23.4%,[低风险],"① 保持常规运营通知与关怀
② 定期满意度调研，收集反馈",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,4,79.9,324.3,Month-to-month,Fiber optic,Electronic check,Male,月租费用中等偏高(¥80/月)；在网时间较短(4个月)，客户黏性不足；月付合同，转换成本低，易流失；光纤用户对网络质量要求高
833,9780-FKVVF,23.4%,[低风险],"① 保持常规运营通知与关怀
② 定期满意度调研，收集反馈",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,6,59.15,336.7,Month-to-month,DSL,Bank transfer (automatic),Male,在网时间较短(6个月)，客户黏性不足；月付合同，转换成本低，易流失
834,3523-QRQLL,23.3%,[低风险],"① 保持常规运营通知与关怀
② 定期满意度调研，收集反馈",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,22,69.5,1498.2,One year,DSL,Bank transfer (automatic),Female,月租费用中等偏高(¥70/月)；在网时间(22个月)，仍处于流失高风险期；年付合同即将到期，需重点关注
835,3720-DBRWL,23.2%,[低风险],"① 保持常规运营通知与关怀
② 定期满意度调研，收集反馈",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,51,83.85,4307.1,Two year,DSL,Credit card (automatic),Male,月租费用偏高(¥84/月)
836,7966-YOTQW,23.2%,[低风险],"① 保持常规运营通知与关怀
② 定期满意度调研，收集反馈",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,10,54.5,568.2,Month-to-month,DSL,Credit card (automatic),Male,在网时间较短(10个月)，客户黏性不足；月付合同，转换成本低，易流失
837,5542-DHSXL,23.2%,[低风险],"① 保持常规运营通知与关怀
② 定期满意度调研，收集反馈",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,4,54.7,235.05,Month-to-month,DSL,Mailed check,Female,在网时间较短(4个月)，客户黏性不足；月付合同，转换成本低，易流失；邮寄支票支付，便捷性差
838,4712-UYOOI,23.1%,[低风险],"① 保持常规运营通知与关怀
② 定期满意度调研，收集反馈",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,20,20.0,417.65,Month-to-month,No,Electronic check,Female,在网时间(20个月)，仍处于流失高风险期；月付合同，转换成本低，易流失；无网络服务，增值业务少；电子支票支付，账单拖欠风险较高
839,4892-VLANZ,22.8%,[低风险],"① 保持常规运营通知与关怀
② 定期满意度调研，收集反馈",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,1,19.8,19.8,Month-to-month,No,Mailed check,Male,在网时间较短(1个月)，客户黏性不足；月付合同，转换成本低，易流失；无网络服务，增值业务少；邮寄支票支付，便捷性差
840,5787-KXGIY,22.8%,[低风险],"① 保持常规运营通知与关怀
② 定期满意度调研，收集反馈",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,72,19.3,1304.8,Two year,No,Credit card (automatic),Male,无网络服务，增值业务少
841,7346-MEDWM,22.7%,[低风险],"① 保持常规运营通知与关怀
② 定期满意度调研，收集反馈",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,59,83.25,4949.1,Month-to-month,Fiber optic,Electronic check,Female,月租费用偏高(¥83/月)；月付合同，转换成本低，易流失；光纤用户对网络质量要求高；电子支票支付，账单拖欠风险较高
842,1666-JXLKU,22.6%,[低风险],"① 保持常规运营通知与关怀
② 定期满意度调研，收集反馈",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,37,100.05,3810.55,Month-to-month,Fiber optic,Electronic check,Female,月租费用偏高(¥100/月)；月付合同，转换成本低，易流失；光纤用户对网络质量要求高；电子支票支付，账单拖欠风险较高
843,1468-DEFNC,22.6%,[低风险],"① 保持常规运营通知与关怀
② 定期满意度调研，收集反馈",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,64,24.4,1548.65,Two year,No,Bank transfer (automatic),Male,无网络服务，增值业务少
844,5117-IFGPS,22.6%,[低风险],"① 保持常规运营通知与关怀
② 定期满意度调研，收集反馈",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,29,84.3,2357.75,Month-to-month,Fiber optic,Electronic check,Male,月租费用偏高(¥84/月)；月付合同，转换成本低，易流失；光纤用户对网络质量要求高；电子支票支付，账单拖欠风险较高
845,3887-PBQAO,22.6%,[低风险],"① 保持常规运营通知与关怀
② 定期满意度调研，收集反馈",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,45,25.9,1216.6,One year,No,Credit card (automatic),Female,年付合同即将到期，需重点关注；无网络服务，增值业务少
846,2511-MORQY,22.5%,[低风险],"① 保持常规运营通知与关怀
② 定期满意度调研，收集反馈",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,50,54.9,2614.1,One year,DSL,Bank transfer (automatic),Male,年付合同即将到期，需重点关注
847,4098-NAUKP,22.4%,[低风险],"① 保持常规运营通知与关怀
② 定期满意度调研，收集反馈",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,68,84.65,5683.6,Month-to-month,Fiber optic,Electronic check,Male,月租费用偏高(¥85/月)；月付合同，转换成本低，易流失；光纤用户对网络质量要求高；电子支票支付，账单拖欠风险较高
848,6549-BTYPG,22.3%,[低风险],"① 保持常规运营通知与关怀
② 定期满意度调研，收集反馈",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,60,60.8,3603.45,Two year,DSL,Credit card (automatic),Female,月租费用中等偏高(¥61/月)
849,5502-RLUYV,22.3%,[低风险],"① 保持常规运营通知与关怀
② 定期满意度调研，收集反馈",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,69,103.95,7446.9,Month-to-month,Fiber optic,Electronic check,Female,月租费用偏高(¥104/月)；月付合同，转换成本低，易流失；光纤用户对网络质量要求高；电子支票支付，账单拖欠风险较高
850,0601-WZHJF,22.2%,[低风险],"① 保持常规运营通知与关怀
② 定期满意度调研，收集反馈",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,14,46.35,667.7,Month-to-month,DSL,Electronic check,Male,在网时间(14个月)，仍处于流失高风险期；月付合同，转换成本低，易流失；电子支票支付，账单拖欠风险较高
851,8626-PTQGE,22.1%,[低风险],"① 保持常规运营通知与关怀
② 定期满意度调研，收集反馈",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,69,60.05,4176.7,Two year,DSL,Bank transfer (automatic),Male,月租费用中等偏高(¥60/月)
852,6161-ERDGD,22.1%,[低风险],"① 保持常规运营通知与关怀
② 定期满意度调研，收集反馈",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,71,85.45,6300.85,One year,DSL,Electronic check,Male,月租费用偏高(¥85/月)；年付合同即将到期，需重点关注；电子支票支付，账单拖欠风险较高
853,0375-HVGXO,21.9%,[低风险],"① 保持常规运营通知与关怀
② 定期满意度调研，收集反馈",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,1,34.7,34.7,Month-to-month,DSL,Electronic check,Female,在网时间较短(1个月)，客户黏性不足；月付合同，转换成本低，易流失；电子支票支付，账单拖欠风险较高
854,2812-REYAT,21.9%,[低风险],"① 保持常规运营通知与关怀
② 定期满意度调研，收集反馈",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,49,20.05,923.1,One year,No,Bank transfer (automatic),Female,年付合同即将到期，需重点关注；无网络服务，增值业务少
855,7463-IFMQU,21.9%,[低风险],"① 保持常规运营通知与关怀
② 定期满意度调研，收集反馈",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,72,20.05,1423.65,Two year,No,Bank transfer (automatic),Female,无网络服务，增值业务少
856,0463-TXOAK,21.8%,[低风险],"① 保持常规运营通知与关怀
② 定期满意度调研，收集反馈",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,52,25.6,1334.5,Two year,No,Credit card (automatic),Male,无网络服务，增值业务少
857,4821-WQOYN,21.8%,[低风险],"① 保持常规运营通知与关怀
② 定期满意度调研，收集反馈",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,72,20.1,1326.25,Two year,No,Credit card (automatic),Female,无网络服务，增值业务少
858,5605-IYGFG,21.6%,[低风险],"① 保持常规运营通知与关怀
② 定期满意度调研，收集反馈",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,7,69.85,515.45,Month-to-month,Fiber optic,Bank transfer (automatic),Female,月租费用中等偏高(¥70/月)；在网时间较短(7个月)，客户黏性不足；月付合同，转换成本低，易流失；光纤用户对网络质量要求高
859,3597-YASZG,21.6%,[低风险],"① 保持常规运营通知与关怀
② 定期满意度调研，收集反馈",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,70,104.45,7349.35,Two year,Fiber optic,Bank transfer (automatic),Female,月租费用偏高(¥104/月)；光纤用户对网络质量要求高
860,3049-NDXFL,21.5%,[低风险],"① 保持常规运营通知与关怀
② 定期满意度调研，收集反馈",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,1,85.8,85.8,Month-to-month,Fiber optic,Mailed check,Female,月租费用偏高(¥86/月)；在网时间较短(1个月)，客户黏性不足；月付合同，转换成本低，易流失；光纤用户对网络质量要求高
861,8071-SBTRN,21.5%,[低风险],"① 保持常规运营通知与关怀
② 定期满意度调研，收集反馈",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,70,111.15,7737.55,Two year,Fiber optic,Mailed check,Female,月租费用偏高(¥111/月)；光纤用户对网络质量要求高；邮寄支票支付，便捷性差
862,2642-DTVCO,21.5%,[低风险],"① 保持常规运营通知与关怀
② 定期满意度调研，收集反馈",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,9,85.05,746.5,Month-to-month,Fiber optic,Electronic check,Male,月租费用偏高(¥85/月)；在网时间较短(9个月)，客户黏性不足；月付合同，转换成本低，易流失；光纤用户对网络质量要求高
863,0661-WCQNQ,21.4%,[低风险],"① 保持常规运营通知与关怀
② 定期满意度调研，收集反馈",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,22,56.25,1292.2,One year,DSL,Credit card (automatic),Male,在网时间(22个月)，仍处于流失高风险期；年付合同即将到期，需重点关注
864,6705-LNMDD,21.2%,[低风险],"① 保持常规运营通知与关怀
② 定期满意度调研，收集反馈",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,20,50.0,1003.05,Month-to-month,DSL,Mailed check,Male,在网时间(20个月)，仍处于流失高风险期；月付合同，转换成本低，易流失；邮寄支票支付，便捷性差
865,9907-SWKKF,21.1%,[低风险],"① 保持常规运营通知与关怀
② 定期满意度调研，收集反馈",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,1,25.05,25.05,Month-to-month,DSL,Mailed check,Female,在网时间较短(1个月)，客户黏性不足；月付合同，转换成本低，易流失；邮寄支票支付，便捷性差
866,4829-ZLJTK,21.0%,[低风险],"① 保持常规运营通知与关怀
② 定期满意度调研，收集反馈",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,72,112.4,8046.85,Two year,Fiber optic,Electronic check,Female,月租费用偏高(¥112/月)；光纤用户对网络质量要求高；电子支票支付，账单拖欠风险较高
867,4355-CVPVS,21.0%,[低风险],"① 保持常规运营通知与关怀
② 定期满意度调研，收集反馈",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,56,88.9,4968.0,One year,Fiber optic,Bank transfer (automatic),Female,月租费用偏高(¥89/月)；年付合同即将到期，需重点关注；光纤用户对网络质量要求高
868,5696-QURRL,21.0%,[低风险],"① 保持常规运营通知与关怀
② 定期满意度调研，收集反馈",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,1,45.05,45.05,Month-to-month,DSL,Mailed check,Male,在网时间较短(1个月)，客户黏性不足；月付合同，转换成本低，易流失；邮寄支票支付，便捷性差
