排名,客户ID,流失概率,风险等级,建议挽留措施,报告生成时间,主要风险因素,在网时长(月),月消费(元),累计消费(元),合同类型,网络服务,支付方式,性别,流失原因分析
231,9488-FYQAU,73.1%,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 14:03:01,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,63,109.25,6841.4,Two year,Fiber optic,Bank transfer (automatic),Female,月租费用偏高(¥109/月)；光纤用户对网络质量要求高；流失概率极高，需立即挽留
232,9102-IAYHT,72.9%,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 14:03:01,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,17,85.45,1451.6,Month-to-month,Fiber optic,Electronic check,Female,月租费用偏高(¥85/月)；在网时间(17个月)，仍处于流失高风险期；月付合同，转换成本低，易流失；光纤用户对网络质量要求高
233,8957-THMOA,72.9%,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 14:03:01,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,50,20.15,970.85,Two year,No,Credit card (automatic),Female,无网络服务，增值业务少；流失概率极高，需立即挽留
234,7036-TYDEC,72.8%,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 14:03:01,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,69,104.0,7028.5,Two year,Fiber optic,Electronic check,Female,月租费用偏高(¥104/月)；光纤用户对网络质量要求高；电子支票支付，账单拖欠风险较高；流失概率极高，需立即挽留
235,7666-WKRON,72.8%,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 14:03:01,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,39,80.45,3201.55,Two year,Fiber optic,Electronic check,Female,月租费用偏高(¥80/月)；光纤用户对网络质量要求高；电子支票支付，账单拖欠风险较高；流失概率极高，需立即挽留
236,7197-VOJMM,72.8%,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 14:03:01,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,67,69.2,4671.65,Two year,DSL,Credit card (automatic),Male,月租费用中等偏高(¥69/月)；流失概率极高，需立即挽留
237,5498-TXHLF,72.6%,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 14:03:01,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,34,87.45,2874.15,Month-to-month,Fiber optic,Electronic check,Female,月租费用偏高(¥87/月)；月付合同，转换成本低，易流失；光纤用户对网络质量要求高；电子支票支付，账单拖欠风险较高
238,9732-EQMWY,72.6%,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 14:03:01,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,49,99.4,5025.0,Month-to-month,Fiber optic,Electronic check,Female,月租费用偏高(¥99/月)；月付合同，转换成本低，易流失；光纤用户对网络质量要求高；电子支票支付，账单拖欠风险较高
239,3948-XHGNA,72.6%,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 14:03:01,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,24,49.55,1210.4,Month-to-month,DSL,Bank transfer (automatic),Male,月付合同，转换成本低，易流失；流失概率极高，需立即挽留
240,9888-ZCUMM,72.6%,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 14:03:01,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,64,60.05,3845.45,Two year,DSL,Bank transfer (automatic),Male,月租费用中等偏高(¥60/月)；流失概率极高，需立即挽留
241,0602-DDUML,72.6%,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 14:03:01,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,57,69.75,3894.4,Two year,DSL,Mailed check,Female,月租费用中等偏高(¥70/月)；邮寄支票支付，便捷性差；流失概率极高，需立即挽留
242,7969-FFOWG,72.5%,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 14:03:01,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,65,19.9,1292.6,Two year,No,Mailed check,Male,无网络服务，增值业务少；邮寄支票支付，便捷性差；流失概率极高，需立即挽留
243,1074-AMIOH,72.5%,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 14:03:01,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,53,108.25,5935.1,Month-to-month,Fiber optic,Bank transfer (automatic),Female,月租费用偏高(¥108/月)；月付合同，转换成本低，易流失；光纤用户对网络质量要求高；流失概率极高，需立即挽留
244,0670-ANMUU,72.4%,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 14:03:01,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,71,97.65,6687.85,One year,Fiber optic,Credit card (automatic),Male,月租费用偏高(¥98/月)；年付合同即将到期，需重点关注；光纤用户对网络质量要求高；流失概率极高，需立即挽留
245,1353-LJWEM,72.4%,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 14:03:01,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,11,60.9,688.5,Month-to-month,DSL,Electronic check,Male,月租费用中等偏高(¥61/月)；在网时间较短(11个月)，客户黏性不足；月付合同，转换成本低，易流失；电子支票支付，账单拖欠风险较高
246,3727-OWVYD,72.4%,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 14:03:01,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,35,61.2,2021.2,One year,DSL,Mailed check,Male,月租费用中等偏高(¥61/月)；年付合同即将到期，需重点关注；邮寄支票支付，便捷性差；流失概率极高，需立即挽留
247,1850-AKQEP,72.1%,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 14:03:01,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,8,20.35,178.7,Month-to-month,No,Mailed check,Male,在网时间较短(8个月)，客户黏性不足；月付合同，转换成本低，易流失；无网络服务，增值业务少；邮寄支票支付，便捷性差
248,6439-LAJXL,72.0%,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 14:03:01,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,9,68.95,593.85,Month-to-month,DSL,Mailed check,Male,月租费用中等偏高(¥69/月)；在网时间较短(9个月)，客户黏性不足；月付合同，转换成本低，易流失；邮寄支票支付，便捷性差
249,4128-ETESU,71.9%,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 14:03:01,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,47,99.7,4747.2,Month-to-month,Fiber optic,Electronic check,Female,月租费用偏高(¥100/月)；月付合同，转换成本低，易流失；光纤用户对网络质量要求高；电子支票支付，账单拖欠风险较高
250,3779-OSWCF,71.9%,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 14:03:01,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,71,93.2,6506.15,Two year,DSL,Credit card (automatic),Female,月租费用偏高(¥93/月)；流失概率极高，需立即挽留
251,4615-PIVVU,71.9%,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 14:03:01,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,42,66.5,2762.75,Two year,DSL,Credit card (automatic),Female,月租费用中等偏高(¥66/月)；流失概率极高，需立即挽留
252,2097-YVPKN,71.9%,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 14:03:01,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,65,25.75,1654.75,Two year,No,Mailed check,Male,无网络服务，增值业务少；邮寄支票支付，便捷性差；流失概率极高，需立即挽留
253,4578-PHJYZ,71.8%,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 14:03:01,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,52,68.75,3482.85,One year,DSL,Electronic check,Male,月租费用中等偏高(¥69/月)；年付合同即将到期，需重点关注；电子支票支付，账单拖欠风险较高；流失概率极高，需立即挽留
254,6133-OZILE,71.7%,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 14:03:01,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,18,35.2,607.3,Month-to-month,DSL,Electronic check,Female,在网时间(18个月)，仍处于流失高风险期；月付合同，转换成本低，易流失；电子支票支付，账单拖欠风险较高；流失概率极高，需立即挽留
255,9500-LTVBP,71.6%,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 14:03:01,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,35,80.05,2835.9,Month-to-month,Fiber optic,Credit card (automatic),Female,月租费用偏高(¥80/月)；月付合同，转换成本低，易流失；光纤用户对网络质量要求高；流失概率极高，需立即挽留
256,9489-DEDVP,71.5%,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 14:03:01,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,70,69.2,4872.35,Two year,DSL,Credit card (automatic),Female,月租费用中等偏高(¥69/月)；流失概率极高，需立即挽留
257,5928-QLDHB,71.5%,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 14:03:01,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,9,76.25,684.85,Month-to-month,Fiber optic,Electronic check,Male,月租费用中等偏高(¥76/月)；在网时间较短(9个月)，客户黏性不足；月付合同，转换成本低，易流失；光纤用户对网络质量要求高
258,7407-SUJIZ,71.3%,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 14:03:01,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,25,20.6,541.5,Month-to-month,No,Mailed check,Male,月付合同，转换成本低，易流失；无网络服务，增值业务少；邮寄支票支付，便捷性差；流失概率极高，需立即挽留
259,7722-VJRQD,71.2%,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 14:03:01,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,72,60.95,4549.05,Two year,DSL,Bank transfer (automatic),Male,月租费用中等偏高(¥61/月)；流失概率极高，需立即挽留
260,0848-SOMKO,71.2%,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 14:03:01,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,70,48.4,3442.8,Two year,DSL,Bank transfer (automatic),Male,流失概率极高，需立即挽留
261,0946-CLJTI,71.1%,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 14:03:01,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,58,98.7,5812.6,Month-to-month,Fiber optic,Electronic check,Male,月租费用偏高(¥99/月)；月付合同，转换成本低，易流失；光纤用户对网络质量要求高；电子支票支付，账单拖欠风险较高
262,6447-EGDIV,71.1%,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 14:03:01,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,31,20.95,683.25,One year,No,Mailed check,Female,年付合同即将到期，需重点关注；无网络服务，增值业务少；邮寄支票支付，便捷性差；流失概率极高，需立即挽留
263,4210-QFJMF,71.0%,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 14:03:01,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,4,79.15,317.25,Month-to-month,Fiber optic,Electronic check,Female,月租费用中等偏高(¥79/月)；在网时间较短(4个月)，客户黏性不足；月付合同，转换成本低，易流失；光纤用户对网络质量要求高
264,5304-EFJLP,70.7%,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 14:03:01,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,72,111.65,8022.85,Two year,Fiber optic,Bank transfer (automatic),Male,月租费用偏高(¥112/月)；光纤用户对网络质量要求高；流失概率极高，需立即挽留
265,7742-MYPGI,70.6%,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 14:03:01,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,6,48.8,297.35,Month-to-month,DSL,Mailed check,Female,在网时间较短(6个月)，客户黏性不足；月付合同，转换成本低，易流失；邮寄支票支付，便捷性差；流失概率极高，需立即挽留
266,9805-FILKB,70.6%,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 14:03:01,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,46,20.2,845.6,One year,No,Bank transfer (automatic),Male,年付合同即将到期，需重点关注；无网络服务，增值业务少；流失概率极高，需立即挽留
267,0617-AQNWT,70.4%,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 14:03:01,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,64,47.85,3147.5,Two year,DSL,Electronic check,Female,电子支票支付，账单拖欠风险较高；流失概率极高，需立即挽留
268,9392-XBGTD,70.4%,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 14:03:01,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,27,20.6,581.85,Two year,No,Mailed check,Male,无网络服务，增值业务少；邮寄支票支付，便捷性差；流失概率极高，需立即挽留
269,8887-IPQNC,70.2%,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 14:03:01,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,7,44.25,313.45,Month-to-month,DSL,Mailed check,Female,在网时间较短(7个月)，客户黏性不足；月付合同，转换成本低，易流失；邮寄支票支付，便捷性差；流失概率极高，需立即挽留
270,9289-LBQVU,70.1%,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 14:03:01,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,64,70.15,4480.7,One year,DSL,Mailed check,Male,月租费用中等偏高(¥70/月)；年付合同即将到期，需重点关注；邮寄支票支付，便捷性差；流失概率极高，需立即挽留
271,4526-EXKKN,69.7%,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 14:03:01,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,40,24.6,973.95,Two year,No,Mailed check,Male,无网络服务，增值业务少；邮寄支票支付，便捷性差
272,6567-HOOPW,69.6%,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 14:03:01,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,1,79.2,79.2,Month-to-month,Fiber optic,Electronic check,Female,月租费用中等偏高(¥79/月)；在网时间较短(1个月)，客户黏性不足；月付合同，转换成本低，易流失；光纤用户对网络质量要求高
273,6670-MFRPK,69.6%,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 14:03:01,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,69,79.2,5420.65,Two year,Fiber optic,Credit card (automatic),Male,月租费用中等偏高(¥79/月)；光纤用户对网络质量要求高
274,2229-DPMBI,69.6%,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 14:03:01,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,8,19.5,162.15,Two year,No,Mailed check,Female,在网时间较短(8个月)，客户黏性不足；无网络服务，增值业务少；邮寄支票支付，便捷性差
275,0680-DFNNY,69.6%,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 14:03:01,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,15,101.1,1504.05,Month-to-month,Fiber optic,Electronic check,Male,月租费用偏高(¥101/月)；在网时间(15个月)，仍处于流失高风险期；月付合同，转换成本低，易流失；光纤用户对网络质量要求高
276,0254-FNMCI,69.5%,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 14:03:01,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,72,109.9,7624.2,Two year,Fiber optic,Electronic check,Female,月租费用偏高(¥110/月)；光纤用户对网络质量要求高；电子支票支付，账单拖欠风险较高
277,6877-LGWXO,69.4%,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 14:03:01,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,18,78.55,1422.65,Month-to-month,Fiber optic,Electronic check,Male,月租费用中等偏高(¥79/月)；在网时间(18个月)，仍处于流失高风险期；月付合同，转换成本低，易流失；光纤用户对网络质量要求高
278,1395-WSWXR,69.4%,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 14:03:01,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,24,20.75,487.05,Two year,No,Mailed check,Male,无网络服务，增值业务少；邮寄支票支付，便捷性差
279,6476-YHMGA,69.4%,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 14:03:01,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,15,76.5,1155.6,Month-to-month,DSL,Bank transfer (automatic),Female,月租费用中等偏高(¥76/月)；在网时间(15个月)，仍处于流失高风险期；月付合同，转换成本低，易流失
280,5816-JMLGY,69.3%,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 14:03:01,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,70,80.4,5717.85,Two year,DSL,Bank transfer (automatic),Female,月租费用偏高(¥80/月)
281,2700-LUEVA,69.3%,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 14:03:01,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,1,20.75,20.75,Month-to-month,No,Credit card (automatic),Male,在网时间较短(1个月)，客户黏性不足；月付合同，转换成本低，易流失；无网络服务，增值业务少
282,0810-DHDBD,69.2%,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 14:03:01,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,52,74.0,3877.65,One year,DSL,Credit card (automatic),Female,月租费用中等偏高(¥74/月)；年付合同即将到期，需重点关注
283,1460-UZPRJ,69.2%,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 14:03:01,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,60,19.95,1258.15,Two year,No,Mailed check,Male,无网络服务，增值业务少；邮寄支票支付，便捷性差
284,5868-YTYKS,69.1%,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 14:03:01,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,1,20.25,20.25,Month-to-month,No,Mailed check,Male,在网时间较短(1个月)，客户黏性不足；月付合同，转换成本低，易流失；无网络服务，增值业务少；邮寄支票支付，便捷性差
285,1173-NOEYG,68.9%,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 14:03:01,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,27,90.15,2423.4,Month-to-month,Fiber optic,Bank transfer (automatic),Female,月租费用偏高(¥90/月)；月付合同，转换成本低，易流失；光纤用户对网络质量要求高
286,8450-UYIBU,68.9%,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 14:03:01,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,35,39.85,1434.6,Month-to-month,DSL,Electronic check,Female,月付合同，转换成本低，易流失；电子支票支付，账单拖欠风险较高
287,4537-DKTAL,68.8%,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 14:03:01,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,2,45.55,84.4,Month-to-month,DSL,Electronic check,Female,在网时间较短(2个月)，客户黏性不足；月付合同，转换成本低，易流失；电子支票支付，账单拖欠风险较高
288,9251-AWQGT,68.8%,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 14:03:01,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,48,20.0,935.9,Two year,No,Mailed check,Female,无网络服务，增值业务少；邮寄支票支付，便捷性差
289,7241-AJHFS,68.8%,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 14:03:01,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,32,87.65,2766.4,Month-to-month,Fiber optic,Bank transfer (automatic),Male,月租费用偏高(¥88/月)；月付合同，转换成本低，易流失；光纤用户对网络质量要求高
290,2202-OUTMO,68.8%,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 14:03:01,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,34,60.85,2003.6,Month-to-month,DSL,Bank transfer (automatic),Female,月租费用中等偏高(¥61/月)；月付合同，转换成本低，易流失
291,7868-TMWMZ,68.7%,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 14:03:01,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,60,110.0,6668.35,Two year,Fiber optic,Bank transfer (automatic),Female,月租费用偏高(¥110/月)；光纤用户对网络质量要求高
292,9919-FZDED,68.7%,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 14:03:01,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,72,84.1,5981.65,Two year,DSL,Credit card (automatic),Male,月租费用偏高(¥84/月)
293,3594-UVONA,68.6%,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 14:03:01,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,35,85.95,3110.1,One year,DSL,Credit card (automatic),Female,月租费用偏高(¥86/月)；年付合同即将到期，需重点关注
294,3349-ANQNH,68.6%,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 14:03:01,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,59,99.5,5890.0,One year,Fiber optic,Electronic check,Female,月租费用偏高(¥100/月)；年付合同即将到期，需重点关注；光纤用户对网络质量要求高；电子支票支付，账单拖欠风险较高
295,8879-ZKJOF,68.4%,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 14:03:01,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,41,79.85,3320.75,One year,DSL,Bank transfer (automatic),Female,月租费用中等偏高(¥80/月)；年付合同即将到期，需重点关注
296,2692-PFYTJ,68.4%,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 14:03:01,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,1,25.75,25.75,Month-to-month,No,Mailed check,Female,在网时间较短(1个月)，客户黏性不足；月付合同，转换成本低，易流失；无网络服务，增值业务少；邮寄支票支付，便捷性差
297,8082-GHXOP,68.4%,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 14:03:01,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,13,44.0,659.35,Month-to-month,DSL,Mailed check,Male,在网时间(13个月)，仍处于流失高风险期；月付合同，转换成本低，易流失；邮寄支票支付，便捷性差
298,0201-MIBOL,68.3%,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 14:03:01,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,66,102.4,6471.85,Two year,Fiber optic,Bank transfer (automatic),Female,月租费用偏高(¥102/月)；光纤用户对网络质量要求高
299,2424-WVHPL,68.2%,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 14:03:01,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,1,74.7,74.7,Month-to-month,Fiber optic,Electronic check,Male,月租费用中等偏高(¥75/月)；在网时间较短(1个月)，客户黏性不足；月付合同，转换成本低，易流失；光纤用户对网络质量要求高
300,5138-WVKYJ,68.2%,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 14:03:01,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,10,98.55,1008.55,Month-to-month,Fiber optic,Electronic check,Male,月租费用偏高(¥99/月)；在网时间较短(10个月)，客户黏性不足；月付合同，转换成本低，易流失；光纤用户对网络质量要求高
